x,y
0.0,0.5368366032198599
0.12693303650867852,0.5520795008309154
0.25386607301735703,0.25892001659208536
0.3807991095260356,0.0831289754927057
0.5077321460347141,0.7809800503507884
0.6346651825433925,0.2395567556982865
0.7615982190520711,0.9379846404813796
0.8885312555607496,0.9201279870129981
1.0154642920694281,0.4383453074594818
1.1423973285781066,0.8775303967487456
1.269330365086785,0.844338781250524
1.3962634015954636,0.9980199369824765
1.5231964381041423,1.4350752807773013
1.6501294746128208,1.0328911351998882
1.7770625111214993,0.975457938843484
1.9039955476301778,1.0709312856980309
2.0309285841388562,0.8295692530623173
2.1578616206475347,0.6080709829930997
2.284794657156213,0.8061953387156197
2.4117276936648917,0.6415701136705442
2.53866073017357,0.23665544784600712
2.6655937666822487,0.7560780738502242
2.792526803190927,0.5176023992011579
2.9194598396996057,0.39261660592147174
3.0463928762082846,0.15565400142521885
3.173325912716963,0.3054593484348663
3.3002589492256416,-0.33449453994260714
3.42719198573432,-0.07169457616980712
3.5541250222429985,-0.3091868374069744
3.681058058751677,-0.3500602382078152
3.8079910952603555,-0.22514826298765278
3.934924131769034,-0.6878108185446362
4.0618571682777125,-1.2197867313436472
4.188790204786391,-0.6424124816752631
4.3157232412950695,-0.6359319683659392
4.442656277803748,-0.9205788679693593
4.569589314312426,-1.246043172068854
4.696522350821105,-0.9630130434539241
4.823455387329783,-1.2614994690267443
4.950388423838462,-0.8621037570832724
5.07732146034714,-1.2229397443840964
5.204254496855819,-0.7596147255912674
5.331187533364497,-0.8274843370657184
5.458120569873176,-0.8095593113390303
5.585053606381854,-0.4675891870637095
5.711986642890533,-0.6348931266998425
5.838919679399211,0.06718388935381964
5.96585271590789,-0.4759665620871509
6.092785752416569,0.08747758959616486
6.219718788925247,0.2033589605834648
6.346651825433926,0.14867835261073087
6.473584861942604,0.46980477621593064
6.600517898451283,0.605069343590643
6.727450934959961,0.6217903263257034
6.85438397146864,0.44309719754035287
6.981317007977318,0.676512100381557
7.108250044485997,0.8568765062767146
7.235183080994675,1.1536033048362375
7.362116117503354,1.0314822548208167
7.489049154012032,0.8915900889275573
7.615982190520711,0.9073662191717378
7.742915227029389,0.5665915318321985
7.869848263538068,1.0612508074082851
7.996781300046746,1.1313594770580666
8.123714336555425,0.8469692357004166
8.250647373064103,0.9305030428847351
8.377580409572783,0.8336928157484177
8.50451344608146,0.6156881869415065
8.631446482590139,0.8237402372042567
8.758379519098817,0.4432778730452221
8.885312555607497,0.8190776965700124
9.012245592116175,0.41129722066027935
9.139178628624853,0.3083453766149494
9.266111665133531,0.49647114155904987
9.39304470164221,0.05157588681287269
9.519977738150889,-0.04678775060730858
9.646910774659567,-0.10148834893420393
9.773843811168245,-0.16780895161454729
9.900776847676925,-0.23884644002969124
10.027709884185603,-0.5209893032720523
10.15464292069428,-0.9481265118416178
10.28157595720296,-0.7918088219154871
10.408508993711639,-0.9905022284796311
10.535442030220317,-0.9342061850693018
10.662375066728995,-1.0921560978280542
10.789308103237675,-1.2079355407284065
10.916241139746353,-1.193952131434562
11.04317417625503,-1.2008623267445078
11.170107212763709,-1.074116031749926
11.297040249272388,-0.8585842204878237
11.423973285781067,-1.4581865405352292
11.550906322289745,-0.9615473170137456
11.677839358798423,-0.7068134792451928
11.804772395307102,-0.7264562308049065
11.93170543181578,-0.39288669902472706
12.058638468324459,-0.2519007258960948
12.185571504833138,-0.697347658127436
12.312504541341816,-0.22692923322815847
12.439437577850494,-0.15622391149112141
12.566370614359172,-0.16852050042996708
